Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
JPMorgan Chase Bank,0,New York Coliseum Branch,1270,07/01/1997,,10 Columbus Circle,New York City,New York,NY,10019,40.76818,-73.98234,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Northport Village Drive-In Branch,1272,07/01/1997,,163 Main Street,Northport,Suffolk,NY,11768,40.90064,-73.34893,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Penn Station - Ctcc Branch,1274,07/01/1997,,"132 West 31st Street, Greenly Buildi",New York City,New York,NY,10001,40.74849,-73.99057,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,University Heights Branch,1277,07/01/1997,,1755 University Avenue,Bronx,Bronx,NY,10453,40.85001,-73.91645,11216,11272,11843,12659,13490,15428,20337
JPMorgan Chase Bank,0,Danbury Shoprite Branch,1282,06/30/1998,,"1-A Padanarama Road, North Street Sc",Danbury,Fairfield,CT,6811,41.42438,-73.48288,23256,23621,26519,30861,32064,36867,38119
JPMorgan Chase Bank,0,Amityville Drive-In Branch,1283,06/30/1998,,4 John Street,Amityville,Suffolk,NY,11701,40.679,-73.41965,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Avenue Of The Americas Branch,1284,07/01/1997,,"1211 Avenue Of The Americas, 39th Fl",New York City,New York,NY,10036,40.75869,-73.98138,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Center Moriches Drive-In Branch,1285,07/01/1997,,405 Main Street,Center Moriches,Suffolk,NY,11934,40.80041,-72.7943,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Lindenhurst Drive-In Branch,1293,07/01/1997,,265 South Wellwood Avenue,Lindenhurst,Suffolk,NY,11757,40.68481,-73.37126,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Mastercard Int'l Corp Cashier Branch,1296,07/01/1997,,2000 Purchase Street,Purchase,Westchester,NY,10577,41.03567,-73.71387,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Morristown - Private Banking Branch,1297,07/01/1997,,225 South Street,Morristown,Morris,NJ,7960,40.78877,-74.47224,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Prudential Securities Branch,1301,07/01/1997,,1 New York Plaza,New York City,New York,NY,10004,40.68879,-74.0191,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Riverdale Pao Branch,1302,07/01/1997,,3775 Riverdale Avenue,Bronx,Bronx,NY,10463,40.88801,-73.90757,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Southampton Drive-In Branch,1304,07/01/1997,,66 Nugent Street,Southampton,Suffolk,NY,11968,40.886,-72.39182,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Ibm Corp Cashier Branch,1305,07/01/1997,,Long Meadow Road,Sterling Forest,Orange,NY,10979,41.18365,-74.31351,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Utica-Middle Market Reg Hq Branch,1307,07/01/1997,,258 Genesse Street,Utica,Oneida,NY,13502,43.14793,-75.16837,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Patterson Trailer Branch,1309,09/15/1998,,3112 Ny Route 22,Patterson,Putnam,NY,12563,41.4959,-73.59164,31544,31979,40963,42023,44952,45442,51034
JPMorgan Chase Bank,0,Mason Street Private Banking Branch,1313,03/02/1998,,"191 Mason Street, Elm Street",Greenwich,Fairfield,CT,6830,41.0255,-73.6242,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Mohegan Lake Fsc Branch,1314,07/14/1998,,"3105 East Main Street, Cortlandt Town Center",Mohegan Lake,Westchester,NY,10547,41.31134,-73.84706,23658,22656,24632,27623,29231,30099,34598
JPMorgan Chase Bank,0,Houston Main Office,1315,07/03/1912,08/01/2000,712 Main Street,Houston,Harris,TX,77002,29.75917,-95.36334,26356388,36991358,38794794,52284845,82408236,60702170,57820585
JPMorgan Chase Bank,0,Motor Bank Branch,1318,02/04/1980,08/01/2000,212 Milam Street,Houston,Harris,TX,77002,29.76398,-95.36201,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Woodlands Branch,1319,05/17/1972,08/01/2000,25025 Interstate 45 North Freeway,Spring,Montgomery,TX,77380,30.13594,-95.46871,124642,191821,139133,144451,158027,219354,177906
JPMorgan Chase Bank,0,Detached Drive-In Facility Branch,1320,11/13/1979,08/01/2000,25025 Interstate 45 North Freeway,Spring,Montgomery,TX,77380,30.13594,-95.46871,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Stafford Branch,1321,05/29/1956,08/01/2000,11806 Wilcrest Drive,Houston,Harris,TX,77031,29.65071,-95.56772,228748,235691,283603,300138,325135,331924,348054
JPMorgan Chase Bank,0,Katy Freeway Branch,1322,04/02/1979,08/01/2000,400 Mason Road South,Katy,Harris,TX,77450,29.77967,-95.75194,233470,252919,265715,299108,314903,345855,355191
JPMorgan Chase Bank,0,Cypress Station Branch,1323,07/15/1982,08/01/2000,616 Fm 1960 West,Houston,Harris,TX,77090,30.01977,-95.44004,138218,152594,160359,165326,168555,172478,181581
JPMorgan Chase Bank,0,Champions Branch,1324,04/15/1983,08/01/2000,13202 Cutten Road,Houston,Harris,TX,77069,29.96969,-95.53134,178433,186097,211434,232536,237847,264192,269755
JPMorgan Chase Bank,0,Airline Branch,1325,08/29/1958,08/01/2000,5207 Airline Drive,Houston,Harris,TX,77022,29.84238,-95.38446,159938,160526,172907,182475,190342,199809,203489
JPMorgan Chase Bank,0,Drive-In Facility Branch,1326,09/14/1973,08/01/2000,5207 Airline Drive,Houston,Harris,TX,77022,29.84238,-95.38446,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Kirby Motor Bank Branch,1327,06/27/1963,08/01/2000,3002 Kirby Drive,Houston,Harris,TX,77098,29.73817,-95.41875,206799,223389,250942,285741,323188,332236,382351
JPMorgan Chase Bank,0,Kirby Motor Bank Branch,1329,08/18/1978,08/01/2000,3212 Kirby Drive,Houston,Harris,TX,77098,29.73617,-95.41879,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Reagan Motor Bank Branch,1330,03/01/1950,08/01/2000,500 West 20th Street,Houston,Harris,TX,77008,29.80288,-95.40687,306131,290563,329283,360067,385679,409356,432063
JPMorgan Chase Bank,0,Reagon Motor Bank Branch,1331,01/05/1971,08/01/2000,500 West 20th Street,Houston,Harris,TX,77008,29.8038,-95.40598,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Southeast Branch,1332,06/21/1971,08/01/2000,7545 Bellfort Street,Houston,Harris,TX,77061,29.67271,-95.28743,96343,96459,101798,108529,110376,114923,117235
JPMorgan Chase Bank,0,Medical Branch,1334,06/21/1974,08/01/2000,6560 Fannin Street,Houston,Harris,TX,77030,29.71154,-95.39956,236170,253950,282622,334578,387616,385359,449044
JPMorgan Chase Bank,0,Tanglewood Branch,1335,08/15/1977,08/01/2000,5851 San Felipe Road,Houston,Harris,TX,77057,29.74991,-95.48306,273270,273495,292811,324573,350450,353232,342548
JPMorgan Chase Bank,0,Richmond/Sage Branch,1336,01/05/1979,08/01/2000,5177 Richmond Avenue,Houston,Harris,TX,77056,29.73153,-95.466,272029,255580,277923,318201,327979,338984,362645
JPMorgan Chase Bank,0,Del Oro Branch,1337,10/29/1973,08/01/2000,7505 Fannin Street,Houston,Harris,TX,77054,29.69276,-95.401,131441,142013,148057,152545,161214,184328,205919
JPMorgan Chase Bank,0,Lakeside Branch,1338,07/19/1973,08/01/2000,10411 Westheimer Road,Houston,Harris,TX,77042,29.73678,-95.55905,346672,341394,395232,462150,483258,549594,634501
JPMorgan Chase Bank,0,North Freeway Branch,1339,07/17/1970,08/01/2000,9130 North Freeway,Houston,Harris,TX,77037,29.89115,-95.41173,145021,157167,164972,167637,180529,204245,196090
JPMorgan Chase Bank,0,Cyfair Branch,1340,05/11/1981,08/01/2000,13103 Fm 1960 West,Houston,Harris,TX,77065,29.91856,-95.61193,146147,147714,163357,179509,195798,192488,209846
JPMorgan Chase Bank,0,South Belt Branch,1341,11/01/1979,08/01/2000,11222 South Belt Drive,Houston,Harris,TX,77089,29.59389,-95.22545,124462,119011,131050,145393,151805,153600,166677
JPMorgan Chase Bank,0,Bay Area Boulevard Branch,1342,05/24/1982,08/01/2000,2475 Bay Area Boulevard,Houston,Harris,TX,77058,29.57513,-95.1081,127013,146230,157367,173747,187556,203565,211937
JPMorgan Chase Bank,0,West Little York Branch,1343,11/19/1973,08/01/2000,6510 West Little York Road,Houston,Harris,TX,77040,29.8658,-95.4885,158677,173978,190553,203013,216076,236422,250374
JPMorgan Chase Bank,0,Eldridge Parkway Branch,1344,01/03/1983,08/01/2000,1490 Eldridge Parkway,Houston,Harris,TX,77077,29.75863,-95.62541,194525,211452,255276,279352,312001,362903,358264
JPMorgan Chase Bank,0,Westwood Branch,1346,06/24/1974,08/01/2000,9525 Bissonnet Street,Houston,Harris,TX,77036,29.67561,-95.54493,165435,160759,166679,169008,170852,183326,191509
JPMorgan Chase Bank,0,West Oaks Branch,1347,09/13/1983,08/01/2000,14651 Alief Clodine Road,Houston,Harris,TX,77082,29.70872,-95.64426,59932,63291,67097,72758,79579,85293,90901
JPMorgan Chase Bank,0,Kingwood Branch,1348,01/07/1974,08/01/2000,1075 Kingwood Drive,Kingwood,Harris,TX,77339,30.04978,-95.24074,211712,215652,233786,256986,268639,270098,282429
JPMorgan Chase Bank,0,Pasadena South Branch,1349,04/02/1979,08/01/2000,3930 Burke Rd,Pasadena,Harris,TX,77504,29.65099,-95.18461,100438,98113,98338,102693,106745,108375,112745
JPMorgan Chase Bank,0,Allen Center Branch,1351,04/15/1964,08/01/2000,"500 Dallas St, Ste L-10",Houston,Harris,TX,77002,29.75789,-95.37016,116792,126447,139976,151001,172350,190353,192687
JPMorgan Chase Bank,0,Conroe Branch,1352,02/29/1988,08/01/2000,1320 West Davis,Conroe,Montgomery,TX,77304,30.31616,-95.47426,158164,167670,183493,201802,220654,231556,234997
JPMorgan Chase Bank,0,Sugar Land Branch,1353,11/01/1983,08/01/2000,2430 Highway 6,Sugar Land,Fort Bend,TX,77478,29.59631,-95.61695,188531,188179,212393,229499,254948,280528,295195
JPMorgan Chase Bank,0,Friendswood Branch,1354,03/19/1966,08/01/2000,611 South Friendswood Drive,Friendswood,Galveston,TX,77546,29.52636,-95.19727,143521,153740,157156,171892,195025,200297,219717
JPMorgan Chase Bank,0,Mcallen Neuhaus Tower Branch,1358,12/10/1945,08/01/2000,200 South Tenth Street,Mcallen,Hidalgo,TX,78501,26.20206,-98.23039,460270,488531,515836,523621,485161,464974,451306
JPMorgan Chase Bank,0,West Galleria Branch,1360,04/17/1973,08/01/2000,6330 West Loop S,Bellaire,Harris,TX,77401,29.71191,-95.46064,144558,139505,150656,160890,187235,202786,212139
JPMorgan Chase Bank,0,Bear Creek Branch,1361,03/01/1979,08/01/2000,4600 Highway 6 North,Houston,Harris,TX,77084,29.84183,-95.64573,119267,130438,147595,152726,170762,187659,203733
JPMorgan Chase Bank,0,Almeda Genoa Branch,1362,09/17/1970,08/01/2000,11650 Fuqua Street,Houston,Harris,TX,77034,29.61812,-95.21335,93573,97048,111588,117178,130847,134455,135559
JPMorgan Chase Bank,0,Almeda Genoa Motor Bank Branch,1363,06/21/1982,08/01/2000,11650 Fuqua,Houston,Harris,TX,77034,29.61853,-95.21297,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Gulfgate Branch,1364,06/30/1972,08/01/2000,2900 Woodridge Street,Houston,Harris,TX,77087,29.70054,-95.29661,158964,155984,171573,179222,183440,198375,206718
JPMorgan Chase Bank,0,Highland Village Branch,1365,03/06/1973,08/01/2000,2900 Weslayan,Houston,Harris,TX,77027,29.73892,-95.44169,124384,137040,137991,147406,159240,172762,183159
JPMorgan Chase Bank,0,Fondren South Branch,1366,01/29/1975,08/01/2000,6671 West Bellfort,Houston,Harris,TX,77035,29.65595,-95.50766,38704,37835,38882,44268,46546,50341,57278
JPMorgan Chase Bank,0,Clear Lake City Boulevard Branch,1367,03/06/1973,08/01/2000,1200 Clear Lake City Boulevard,Houston,Harris,TX,77062,29.58185,-95.15429,120517,130233,134141,153070,170666,187277,196700
JPMorgan Chase Bank,0,Bay Area Boulevard Motor Bank Branch,1368,05/03/1982,08/01/2000,2475 Bay Area Boulevard,Houston,Harris,TX,77058,29.57513,-95.1081,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Northeast Branch,1369,06/09/1976,08/01/2000,8799 North Loop East,Houston,Harris,TX,77029,29.79873,-95.27351,36823,35387,37538,42220,44040,46965,50457
JPMorgan Chase Bank,0,Humble Branch,1370,12/13/1907,08/01/2000,19747 Highway 59 North,Humble,Harris,TX,77338,30.00312,-95.26936,118619,119295,136112,116478,125064,132216,136900
JPMorgan Chase Bank,0,Panther Creek Branch,1372,07/24/1990,08/01/2000,4755 West Panther Creek Drive,The Woodlands,Montgomery,TX,77381,30.16676,-95.50223,142338,149819,168096,219618,210407,216720,222396
JPMorgan Chase Bank,0,San Marcelo Branch,1373,05/10/1944,08/01/2000,1475 Ruben M. Torres Boulevard,Brownsville,Cameron,TX,78521,25.95149,-97.49643,226389,243823,252886,262957,245804,269636,239907
JPMorgan Chase Bank,0,Boca Chica Branch,1374,05/10/1965,08/01/2000,2300 Boca Chica Boulevard,Brownsville,Cameron,TX,78521,25.92197,-97.48649,81184,78928,81033,81829,82646,88701,91353
JPMorgan Chase Bank,0,Lyons and Lockwood Branch,1376,11/01/1993,08/01/2000,1605 Lockwood,Houston,Harris,TX,77020,29.77682,-95.31581,29175,28652,32290,33716,36062,39263,42974
JPMorgan Chase Bank,0,West Anderson Branch,1380,01/04/1984,08/01/2000,2711 West Anderson Lane,Austin,Travis,TX,78757,30.35858,-97.73624,112449,109733,127071,139278,163013,167940,185204
JPMorgan Chase Bank,0,Barton Creek Branch,1381,03/22/1982,08/01/2000,2224 Walsh Tarlton Lane,Austin,Travis,TX,78746,30.26202,-97.80903,83271,86339,91199,99878,103354,112674,116255
JPMorgan Chase Bank,0,Research Branch,1382,01/07/1993,08/01/2000,12222 Research Boulevard,Austin,Travis,TX,78759,30.42672,-97.75515,65052,64729,77896,84130,91622,99621,110048
JPMorgan Chase Bank,0,Downtown Dallas Branch,1383,06/08/1964,08/01/2000,2200 Ross Avenue,Dallas,Dallas,TX,75201,32.78858,-96.79728,197953,199900,212329,231759,251186,289743,317153
JPMorgan Chase Bank,0,Motor Bank Facility Branch,1384,12/17/1979,08/01/2000,2101 Pearl,Dallas,Dallas,TX,75201,32.78733,-96.79904,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,South Preston Royal Branch,1386,08/10/1963,08/01/2000,10729 Preston Road,Dallas,Dallas,TX,75230,32.89389,-96.804,207208,222472,219214,242575,273577,312048,318909
JPMorgan Chase Bank,0,Casa Linda Branch,1387,05/14/1962,08/01/2000,9409 Garland Road,Dallas,Dallas,TX,75218,32.83313,-96.7031,205330,193814,207027,216685,232796,237195,252313
JPMorgan Chase Bank,0,Walnut Hill and Monroe Branch,1388,04/06/1959,08/01/2000,2945 Walnut Hill Lane,Dallas,Dallas,TX,75229,32.88102,-96.87972,57991,57475,62103,72879,82685,85254,84465
JPMorgan Chase Bank,0,Park Central Motor Bank Branch,1390,01/02/1979,08/01/2000,12741 Merit Drive,Dallas,Dallas,TX,75251,32.92236,-96.77229,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Campbell Centre Branch,1391,01/02/1979,08/01/2000,6251 Greenville Avenue,Dallas,Dallas,TX,75206,32.86142,-96.76776,66644,74410,85004,97742,105765,127417,122098
JPMorgan Chase Bank,0,Garland Broadway Branch,1392,06/30/1971,08/01/2000,3200 Broadway,Garland,Dallas,TX,75043,32.87785,-96.62009,178246,179791,184318,198133,208316,220953,232162
JPMorgan Chase Bank,0,Las Colinas Branch,1393,12/02/1908,08/01/2000,460 East John Carpenter Freeway,Irving,Dallas,TX,75062,32.85852,-96.93256,81902,77753,85590,84116,112841,105515,113325
JPMorgan Chase Bank,0,Las Colinas Motor Bank Branch,1394,10/30/1954,08/01/2000,460 East John Carpenter Freeway,Irving,Dallas,TX,75062,32.85924,-96.93534,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Irving Boulevard Branch,1395,06/22/1987,08/01/2000,111 East Irving Boulevard,Irving,Dallas,TX,75060,32.8138,-96.94563,115822,115152,124777,127212,137012,141919,156721
JPMorgan Chase Bank,0,Hillcrest Branch,1396,01/02/1930,08/01/2000,6437 Hillcrest Avenue,Dallas,Dallas,TX,75205,32.84497,-96.78725,121057,123447,132626,152351,151919,197498,197171
JPMorgan Chase Bank,0,Downtown Arlington Branch,1398,08/02/1937,08/01/2000,500 East Border Street,Arlington,Tarrant,TX,76010,32.73347,-97.10135,221493,234077,242105,248001,252610,246319,257944
JPMorgan Chase Bank,0,Detached Facility Branch,1399,07/09/1986,08/01/2000,501 East Second Street,Arlington,Tarrant,TX,76010,32.73124,-97.10289,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Hurst Branch,1400,01/07/1928,08/01/2000,1800 Precinct Line Rd,Hurst,Tarrant,TX,76054,32.84728,-97.18612,108291,110463,113026,116215,124788,127964,139365
JPMorgan Chase Bank,0,Plano and Preston Branch,1401,05/11/1992,08/01/2000,1517 Preston Road,Plano,Collin,TX,75093,33.01986,-96.7953,102229,114260,126120,134274,135816,139180,152856
JPMorgan Chase Bank,0,Casa View Branch,1402,10/01/1958,08/01/2000,2325 Gus Thomasson Road,Dallas,Dallas,TX,75228,32.83488,-96.6753,69644,73297,79461,81646,82626,84853,90426
JPMorgan Chase Bank,0,Inwood and Stemmons Motor Bank Brh,1403,04/16/1965,08/01/2000,2807 Irving Blvd,Dallas,Dallas,TX,75207,32.81015,-96.8486,41350,44063,47879,50508,52370,55101,61543
JPMorgan Chase Bank,0,Quarum Motor Bank Branch,1404,04/26/1971,08/01/2000,13101 Preston Road,Dallas,Dallas,TX,75230,32.92771,-96.80361,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Farmers Branch,1406,09/15/1961,08/01/2000,12897 Josey Lane,Farmers Branch,Dallas,TX,75234,32.92209,-96.88179,105739,108309,117762,119571,126605,133240,139779
JPMorgan Chase Bank,0,Drive-Thru Facility Branch,1407,03/02/1976,08/01/2000,12875 Josey Lane,Farmers Branch,Dallas,TX,75234,32.92153,-96.88176,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,West Garland Branch,1408,10/26/1964,08/01/2000,3445 Buckingham Road,Garland,Dallas,TX,75042,32.93124,-96.68219,85265,93082,105873,115896,125670,136138,152135
JPMorgan Chase Bank,0,Grand Prairie Branch,1409,05/29/1947,08/01/2000,700 East Main Street,Grand Prairie,Dallas,TX,75050,32.74593,-96.99607,54232,50964,56784,58906,60179,59725,68813
JPMorgan Chase Bank,0,Richardson Branch,1410,01/01/1905,08/01/2000,100 North Central Expressway,Richardson,Dallas,TX,75080,32.95171,-96.73351,183760,187064,194196,222038,237464,268941,319922
JPMorgan Chase Bank,0,Richardson Motor Bank Branch,1412,07/01/1981,08/01/2000,235 North Central Expressway,Richardson,Dallas,TX,75080,32.95264,-96.73385,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Central Arlington Branch,1413,06/09/1975,08/01/2000,700 West Arkansas Lane,Arlington,Tarrant,TX,76013,32.70643,-97.11584,67076,67024,70114,72487,76103,79043,87310
JPMorgan Chase Bank,0,Colleyville Branch,1414,08/18/1972,08/01/2000,5000 Colleyville Boulevard,Colleyville,Tarrant,TX,76034,32.88343,-97.15389,114471,116765,142874,161315,196636,224910,271389
JPMorgan Chase Bank,0,Forest Hill Branch,1415,01/07/1974,08/01/2000,3217 California Parkway,Fort Worth,Tarrant,TX,76119,32.66189,-97.27973,45642,47846,53135,57493,61978,61862,70149
JPMorgan Chase Bank,0,Fort Worth Motor Bank Branch,1417,09/13/1982,08/01/2000,401 East Weatherford,Fort Worth,Tarrant,TX,76102,32.75832,-97.33062,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Lewisville Branch,1418,01/01/1910,08/01/2000,925 West Main Street,Lewisville,Denton,TX,75067,33.04338,-97.01677,88645,92953,100726,112743,115807,123350,134316
JPMorgan Chase Bank,0,Castell Motor Bank Branch,1419,09/01/1881,08/01/2000,300 South Castell Avenue,New Braunfels,Comal,TX,78130,29.70225,-98.12528,158712,151012,145348,156319,155094,153938,159978
JPMorgan Chase Bank,0,Oak Park Branch,1421,03/16/1987,08/01/2000,1020 N.E. Loop 410,San Antonio,Bexar,TX,78209,29.51583,-98.4567,94469,90841,99993,97627,102321,115757,118465
JPMorgan Chase Bank,0,Highland Park Branch,1422,09/18/1947,08/01/2000,519 East Highland Boulevard,San Antonio,Bexar,TX,78210,29.39698,-98.48682,65029,63285,59073,59084,60187,65828,67645
JPMorgan Chase Bank,0,Highland Park Motor Bank Branch,1423,04/24/1973,08/01/2000,519 East Highland Boulevard,San Antonio,Bexar,TX,78210,29.39697,-98.48679,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Medical Center Fredericksburg Branch,1424,03/16/1987,08/01/2000,7959 Fredericksburg,San Antonio,Bexar,TX,78229,29.5121,-98.56836,47205,49157,51739,54281,60940,62693,69898
JPMorgan Chase Bank,0,El Paso - Downtown Branch,1428,06/29/1925,08/01/2000,501 North Mesa Street,El Paso,El Paso,TX,79901,31.75889,-106.49059,487522,513252,527654,579701,500183,506428,469681
JPMorgan Chase Bank,0,Chamizal Branch,1431,01/04/1977,08/01/2000,5760 Alameda,El Paso,El Paso,TX,79905,31.76695,-106.41907,55114,58356,64400,67178,67652,72503,71984
JPMorgan Chase Bank,0,First State Branch,1432,05/06/1948,08/01/2000,2829 Montana Avenue,El Paso,El Paso,TX,79903,31.80869,-106.46267,66090,65980,70390,71496,74823,72810,73127
JPMorgan Chase Bank,0,Northgate Branch,1433,12/14/1959,08/01/2000,5209 Wren Avenue,El Paso,El Paso,TX,79924,31.87774,-106.42029,75966,75825,107759,96518,121932,113286,98959
JPMorgan Chase Bank,0,El Paso - East Branch,1434,11/02/1981,08/01/2000,1533 Lee Trevino Drive,El Paso,El Paso,TX,79936,31.75481,-106.319,91822,93574,104853,112733,116509,111567,127421
JPMorgan Chase Bank,0,El Paso - West Branch,1435,06/02/1980,08/01/2000,7598 North Mesa,El Paso,El Paso,TX,79912,31.8387,-106.56615,91428,102759,113141,127943,135129,143577,148347
JPMorgan Chase Bank,0,Coronado Branch,1436,09/04/1962,08/01/2000,135 Shadow Mountain Drive,El Paso,El Paso,TX,79912,31.83022,-106.5264,91521,105302,108567,117827,124684,131735,131562
JPMorgan Chase Bank,0,Mcallen North Branch,1442,04/25/1994,08/01/2000,5601 North 10th Street,Mcallen,Hidalgo,TX,78504,26.25385,-98.2215,64937,66596,75860,79191,98280,100902,101336
JPMorgan Chase Bank,0,South Arlington Branch,1444,06/27/1994,08/01/2000,4828 South Cooper Street,Arlington,Tarrant,TX,76017,32.66787,-97.13414,69682,74989,83284,87050,80238,80009,88606
JPMorgan Chase Bank,0,Riverside Branch,1445,04/06/1994,08/01/2000,5445 Almeda,Houston,Harris,TX,77004,29.72131,-95.37927,38730,37048,43067,50436,51492,53839,60082
JPMorgan Chase Bank,0,South Post Oak Branch,1448,06/05/1995,08/01/2000,12401 South Post Oak Road,Houston,Harris,TX,77045,29.64481,-95.46365,27813,50630,47301,40801,40671,43127,64384
JPMorgan Chase Bank,0,Houston Tower Branch,1449,12/15/1993,08/01/2000,600 Travis,Houston,Harris,TX,77002,29.76009,-95.36372,133495,176339,192939,211211,211769,218967,223180
JPMorgan Chase Bank,0,Desert Vista Branch,1451,09/18/1995,08/01/2000,11391 Montwood Drive,El Paso,El Paso,TX,79936,31.76794,-106.29781,34056,33227,37136,37526,43078,54974,49508
JPMorgan Chase Bank,0,Southeast Oak Cliff Branch,1452,10/23/1995,08/01/2000,4435 South Lancaster,Dallas,Dallas,TX,75216,32.69432,-96.79336,10888,12131,14454,17021,17668,23021,24278
JPMorgan Chase Bank,0,Lincoln Village Branch,1453,11/06/1995,08/01/2000,"6406 North I H 35, Suite 2850",Austin,Travis,TX,78752,30.193,-97.76909,26310,28507,32264,35725,38626,36070,38588
JPMorgan Chase Bank,0,Kings Crossing Branch,1454,09/11/1995,08/01/2000,2611 Lake Houston Parkway,Kingwood,Harris,TX,77339,30.04492,-95.18146,116448,143974,148733,148517,160698,170740,177797
JPMorgan Chase Bank,0,William Cannon and Mopac Branch,1455,10/30/1995,08/01/2000,6600 S Mo Pac Expy,Austin,Travis,TX,78749,30.22124,-97.83653,72656,77244,95126,107263,125857,143344,155169
JPMorgan Chase Bank,0,Parker and Tollway Branch,1456,09/03/1996,08/01/2000,5976 West Parker Road,Plano,Collin,TX,75093,33.04513,-96.82756,103992,112929,141595,166231,183299,228290,249026
JPMorgan Chase Bank,0,I 35 and Sam Bass Branch,1457,06/30/1997,08/01/2000,920 North Interstate Highway 35,Round Rock,Williamson,TX,78681,30.5205,-97.71931,46301,43801,74941,72948,74517,77696,78267
JPMorgan Chase Bank,0,Legacy and Coit Branch,1458,07/08/1997,08/01/2000,4004 Legacy Drive,Plano,Collin,TX,75024,33.07168,-96.77346,86374,105661,122534,139246,145878,163381,194423
JPMorgan Chase Bank,0,Hebron Parkway and Josey Branch,1460,09/29/1997,08/01/2000,1801 Hebron Parkway East,Carrollton,Denton,TX,75010,33.02022,-96.94238,34771,41003,48350,53154,55124,64523,86996
JPMorgan Chase Bank,0,Galleria Private Internatl Branch,1461,11/10/1997,08/01/2000,2700 Post Oak Boulevard,Houston,Harris,TX,77056,29.73652,-95.46052,0,0,0,0,0,0,0
JPMorgan Chase Bank,0,Bellaire At Beltway Branch,1462,01/26/1998,08/01/2000,9709 Bellaire Boulevard,Houston,Harris,TX,77036,29.70471,-95.55195,173825,234991,241383,294393,359460,386461,542050
JPMorgan Chase Bank,0,West University Branch,1465,06/08/1998,08/01/2000,3203 Southwest Freeway,Houston,Harris,TX,77027,29.7293,-95.42928,172863,185782,201582,215023,236627,249130,284353
JPMorgan Chase Bank,0,Alden Bridge Branch,1466,09/14/1998,08/01/2000,8201 Kuykendahl,The Woodlands,Montgomery,TX,77382,30.20956,-95.52477,91276,98771,99803,123252,131600,144290,162449
JPMorgan Chase Bank,0,Preston and Lebanon Branch,1467,11/02/1998,08/01/2000,4998 Preston Road,Frisco,Collin,TX,75034,33.11988,-96.80546,60101,70293,71800,79747,84048,99169,107830
JPMorgan Chase Bank,0,Memorial Villages Branch,1468,03/15/1999,08/01/2000,9335 Katy Freeway,Houston,Harris,TX,77024,29.78374,-95.52161,128707,130985,156324,184501,241251,272834,282826
JPMorgan Chase Bank,0,Lake Forest and Eldorado Branch,1469,03/22/1999,08/01/2000,4990 W Eldorado Parkway,Mckinney,Collin,TX,75070,33.17396,-96.68389,49718,54356,62760,67922,76276,88300,101179
JPMorgan Chase Bank,0,Heb Four Points Fsc Branch,1470,09/07/1999,08/01/2000,7301 North Fm 620,Austin,Travis,TX,78726,30.40533,-97.85313,32116,31497,44255,41286,40577,49215,53698
JPMorgan Chase Bank,0,Mcdermott and Watters Branch,1471,08/30/1999,08/01/2000,908 West Mcdermott Drive,Allen,Collin,TX,75013,33.10084,-96.68391,67644,69938,79385,97286,117058,123670,132236
JPMorgan Chase Bank,0,Macarthur Park Branch,1472,09/13/1999,08/01/2000,7825 Macarthur Boulevard,Irving,Dallas,TX,75063,32.91359,-96.95878,63910,77925,235582,336564,331687,174370,172350
